,일시,광진구,동대문구,성동구,중랑구,year,month,day,weekday,평균기온(℃),미세먼지농도(㎍/㎥),초미세먼지농도(㎍/㎥),강수량 mm
572,2019-07-27,5.786,3.576,4.588,2.416,2019,7,27,5,28.4,16.2,13.4,0.6
573,2019-07-28,2.95,1.758,2.212,1.324,2019,7,28,6,26.1,12.2,9.4,25.6
574,2019-07-29,8.408,5.074,7.144,3.556,2019,7,29,0,27.5,13.0,7.8,0.5
575,2019-07-30,8.772,5.2,6.88,3.614,2019,7,30,1,28.1,16.0,10.4,1.2
576,2019-07-31,3.44,1.722,2.14,1.19,2019,7,31,2,25.8,15.4,9.2,62.3
577,2019-08-01,7.264,3.95,5.724,2.984,2019,8,1,3,26.3,12.0,7.6,26.9
578,2019-08-02,7.918,4.658,6.302,3.484,2019,8,2,4,28.4,17.8,10.6,0
579,2019-08-03,6.532,3.774,5.07,2.694,2019,8,3,5,29.4,18.6,12.6,3
580,2019-08-04,6.078,2.848,3.992,2.26,2019,8,4,6,28.3,27.4,20.2,8.6
581,2019-08-05,8.208,4.566,6.098,3.506,2019,8,5,0,30.5,37.0,27.8,0
582,2019-08-06,8.096,4.742,5.812,3.506,2019,8,6,1,31.6,25.0,20.0,0
583,2019-08-07,6.086,3.424,4.27,2.706,2019,8,7,2,26.9,21.2,13.8,8
584,2019-08-08,8.576,4.676,6.316,3.59,2019,8,8,3,28.9,37.8,27.0,0
585,2019-08-09,7.796,4.674,6.282,3.61,2019,8,9,4,29.8,26.6,18.0,0
586,2019-08-10,6.878,3.876,5.0,2.96,2019,8,10,5,31.5,21.2,13.8,0
587,2019-08-11,6.282,3.008,4.124,2.522,2019,8,11,6,30.4,15.2,10.8,6.7
588,2019-08-12,3.108,1.796,2.146,1.266,2019,8,12,0,26.6,15.8,12.2,56.2
589,2019-08-13,7.924,4.454,6.136,3.302,2019,8,13,1,29.2,19.6,11.2,6.4
590,2019-08-14,8.56,4.642,6.15,3.456,2019,8,14,2,30.4,15.8,11.0,0
591,2019-08-15,3.484,2.248,2.484,1.676,2019,8,15,3,25.9,7.8,4.8,16.2
592,2019-08-16,9.048,4.804,6.726,3.516,2019,8,16,4,25.9,15.8,9.0,0.1
593,2019-08-17,9.644,4.908,6.796,3.898,2019,8,17,5,25.9,30.8,20.2,0
594,2019-08-18,9.75,4.704,6.982,3.99,2019,8,18,6,25.6,21.8,13.8,0
595,2019-08-19,10.34,5.65,8.076,4.266,2019,8,19,0,26.3,23.6,16.6,0
596,2019-08-20,10.72,5.852,7.736,4.312,2019,8,20,1,28.2,26.8,19.0,0
597,2019-08-21,6.704,3.852,4.668,2.966,2019,8,21,2,27.0,32.6,23.8,1.3
598,2019-08-22,10.754,5.854,7.63,4.348,2019,8,22,3,26.9,38.0,27.6,0
599,2019-08-23,11.324,5.952,8.134,4.394,2019,8,23,4,26.2,30.4,18.8,0
600,2019-08-24,11.938,5.51,8.18,4.638,2019,8,24,5,24.1,20.2,10.6,0
601,2019-08-25,10.942,4.906,7.976,4.052,2019,8,25,6,25.0,19.6,13.4,0
602,2019-08-26,11.198,6.078,8.438,4.342,2019,8,26,0,26.4,24.4,16.4,0
603,2019-08-27,10.328,5.84,7.854,4.266,2019,8,27,1,25.7,24.6,18.4,20
604,2019-08-28,10.488,6.612,8.132,4.9,2019,8,28,2,26.1,30.0,21.2,0
605,2019-08-29,7.0,4.75,5.982,3.69,2019,8,29,3,23.4,27.5,20.4,36.9
606,2019-08-30,9.764,5.428,7.866,3.97,2019,8,30,4,22.6,19.0,11.0,0.2
607,2019-08-31,12.842,6.188,8.534,4.756,2019,8,31,5,23.5,18.8,11.2,0
608,2019-09-01,12.422,5.768,8.542,4.468,2019,9,1,6,23.7,20.6,13.4,0
609,2019-09-02,12.154,6.862,9.112,4.734,2019,9,2,0,24.4,26.4,14.0,0
610,2019-09-03,9.558,6.06,7.336,3.664,2019,9,3,1,24.1,19.8,12.0,0
611,2019-09-04,3.848,2.038,2.518,1.702,2019,9,4,2,22.8,8.2,4.2,22.7
612,2019-09-05,4.036,2.484,3.06,1.864,2019,9,5,3,23.0,8.0,5.2,36.4
613,2019-09-06,2.02,1.396,1.504,1.024,2019,9,6,4,25.3,13.6,8.0,2.4
614,2019-09-07,0.0,0.0,0.0,0.0,2019,9,7,5,25.7,12.2,5.2,2.8
615,2019-09-08,5.83,2.658,4.188,2.482,2019,9,8,6,24.7,33.6,21.8,0
616,2019-09-09,8.448,4.792,6.302,3.222,2019,9,9,0,25.1,35.0,24.4,0
617,2019-09-10,2.808,1.486,1.804,0.822,2019,9,10,1,23.8,13.4,9.8,63.2
618,2019-09-11,9.79,5.258,7.222,3.682,2019,9,11,2,24.3,5.4,4.2,7.6
619,2019-09-12,4.568,2.412,3.164,2.106,2019,9,12,3,21.0,10.4,5.4,3.9
620,2019-09-13,7.716,3.314,5.386,3.272,2019,9,13,4,23.3,12.2,6.6,0.1
621,2019-09-14,6.166,3.228,4.388,3.23,2019,9,14,5,22.4,17.8,12.4,0.3
622,2019-09-15,10.864,5.032,8.43,4.17,2019,9,15,6,24.2,14.4,10.6,0
623,2019-09-16,12.074,6.644,9.084,4.9,2019,9,16,0,24.5,12.0,6.2,0
624,2019-09-17,11.324,7.03,8.9,5.068,2019,9,17,1,23.5,17.6,9.2,0
625,2019-09-18,11.946,6.798,8.752,5.162,2019,9,18,2,21.0,31.6,13.6,0
626,2019-09-19,12.352,6.506,8.726,5.042,2019,9,19,3,19.5,28.0,11.4,0
627,2019-09-20,12.08,6.522,8.506,5.042,2019,9,20,4,19.6,22.8,10.4,0
628,2019-09-21,11.564,6.302,8.044,4.812,2019,9,21,5,19.6,14.0,9.0,0
629,2019-09-22,4.53,3.168,3.228,2.444,2019,9,22,6,18.6,5.333333333333333,4.666666666666667,0.4
630,2019-09-23,10.918,6.586,8.248,4.862,2019,9,23,0,20.0,14.0,7.333333333333333,0
631,2019-09-24,11.058,6.68,8.408,5.174,2019,9,24,1,19.8,32.333333333333336,15.333333333333334,0
632,2019-09-25,11.736,6.6,8.462,5.024,2019,9,25,2,20.9,29.33333333333333,17.666666666666668,0
633,2019-09-26,11.098,6.618,8.126,4.974,2019,9,26,3,22.9,23.33333333333333,16.0,0
634,2019-09-27,11.208,6.864,8.438,4.954,2019,9,27,4,22.9,20.666666666666668,12.666666666666666,0
635,2019-09-28,11.724,6.076,8.196,5.002,2019,9,28,5,23.7,26.33333333333333,19.0,0
636,2019-09-29,12.014,5.482,7.898,4.612,2019,9,29,6,22.6,37.0,28.0,0
637,2019-09-30,11.436,6.452,8.252,4.918,2019,9,30,0,22.4,47.333333333333336,33.0,0
638,2019-10-01,11.316,6.492,8.152,5.114,2019,10,1,1,23.1,37.66666666666666,28.0,0
639,2019-10-02,3.418,2.118,2.452,1.596,2019,10,2,2,21.6,22.33333333333333,16.666666666666668,23.1
640,2019-10-03,9.416,4.514,7.55,3.478,2019,10,3,3,22.4,9.0,7.0,4.6
641,2019-10-04,11.582,6.402,8.858,5.004,2019,10,4,4,22.4,22.666666666666668,17.666666666666668,0
642,2019-10-05,10.398,5.252,6.89,4.42,2019,10,5,5,18.7,37.66666666666666,22.666666666666668,0.6
643,2019-10-06,10.49,5.206,7.736,4.688,2019,10,6,6,18.1,11.666666666666666,6.333333333333333,0
644,2019-10-07,2.7,1.686,1.804,1.296,2019,10,7,0,14.8,12.333333333333334,8.333333333333334,25.4
645,2019-10-08,9.642,5.932,7.618,4.498,2019,10,8,1,14.7,25.33333333333333,11.666666666666666,0
646,2019-10-09,10.722,5.396,7.958,4.314,2019,10,9,2,13.6,28.33333333333333,12.333333333333334,0
647,2019-10-10,9.974,5.662,7.562,4.42,2019,10,10,3,15.2,33.333333333333336,15.666666666666666,0
648,2019-10-11,11.334,6.38,8.172,4.78,2019,10,11,4,18.8,34.666666666666664,19.666666666666668,0
649,2019-10-12,10.616,5.388,7.704,4.546,2019,10,12,5,17.9,25.33333333333333,12.666666666666666,0
650,2019-10-13,10.884,5.482,8.136,4.212,2019,10,13,6,17.2,20.33333333333333,10.333333333333334,0
651,2019-10-14,9.502,5.508,7.538,4.244,2019,10,14,0,14.4,36.333333333333336,17.0,0
652,2019-10-15,10.518,5.986,8.214,4.668,2019,10,15,1,14.5,19.33333333333333,9.0,0
653,2019-10-16,10.29,6.128,7.87,4.498,2019,10,16,2,14.6,24.33333333333333,13.666666666666666,0
654,2019-10-17,10.51,6.124,8.196,4.508,2019,10,17,3,15.4,31.0,17.666666666666668,0
655,2019-10-18,10.792,6.128,8.398,4.61,2019,10,18,4,17.0,18.0,10.0,0
656,2019-10-19,11.246,5.582,8.486,4.566,2019,10,19,5,17.0,22.33333333333333,12.0,0
657,2019-10-20,10.808,5.062,7.972,4.296,2019,10,20,6,16.5,38.0,24.33333333333333,0
658,2019-10-21,10.612,6.042,7.96,4.468,2019,10,21,0,17.1,40.0,23.666666666666668,0
659,2019-10-22,10.44,6.622,8.442,4.96,2019,10,22,1,18.1,35.333333333333336,22.0,0
660,2019-10-23,10.74,6.594,8.068,4.81,2019,10,23,2,17.0,23.0,14.0,0
661,2019-10-24,10.364,6.692,8.566,4.948,2019,10,24,3,18.3,28.666666666666668,15.666666666666666,0
662,2019-10-25,9.242,6.33,8.072,4.394,2019,10,25,4,16.7,25.8,11.8,0
663,2019-10-26,9.078,4.756,6.358,3.802,2019,10,26,5,10.0,25.4,13.0,0
664,2019-10-27,8.546,4.236,6.232,3.456,2019,10,27,6,11.0,28.8,15.2,0
665,2019-10-28,7.69,5.038,6.514,3.362,2019,10,28,0,12.9,34.2,19.2,1.7
666,2019-10-29,7.686,5.442,6.554,3.774,2019,10,29,1,12.5,98.4,18.2,0.1
667,2019-10-30,9.386,5.772,6.898,4.206,2019,10,30,2,11.2,29.2,11.2,0
668,2019-10-31,9.108,5.642,7.29,4.056,2019,10,31,3,14.8,75.8,23.6,0
669,2019-11-01,8.906,5.826,6.92,4.194,2019,11,1,4,14.9,102.0,35.0,0
670,2019-11-02,8.278,4.824,6.15,3.776,2019,11,2,5,13.6,83.6,38.8,0
671,2019-11-03,8.296,4.464,6.652,3.838,2019,11,3,6,14.7,62.0,34.2,0
672,2019-11-04,9.494,5.61,7.57,4.138,2019,11,4,0,13.8,16.2,7.8,0
673,2019-11-05,9.516,5.706,7.382,4.07,2019,11,5,1,12.4,37.0,20.4,0
674,2019-11-06,9.138,5.556,6.932,4.01,2019,11,6,2,11.0,53.4,30.6,0
675,2019-11-07,8.274,4.994,6.49,3.822,2019,11,7,3,9.2,54.4,23.0,0
676,2019-11-08,7.844,4.62,5.946,3.544,2019,11,8,4,6.8,50.8,18.2,0
677,2019-11-09,7.838,4.218,6.026,3.31,2019,11,9,5,9.5,50.2,23.0,0
678,2019-11-10,5.19,2.932,3.942,2.266,2019,11,10,6,10.0,45.0,24.8,11.8
679,2019-11-11,7.212,4.284,5.81,2.926,2019,11,11,0,11.2,28.0,14.25,1.1
680,2019-11-12,8.356,5.112,6.442,3.492,2019,11,12,1,9.3,43.4,20.5,0
681,2019-11-13,4.73,3.096,3.686,2.1,2019,11,13,2,7.2,37.2,18.25,7.5
682,2019-11-14,5.404,3.304,4.33,2.286,2019,11,14,3,1.3,21.4,5.75,0
683,2019-11-15,1.878,1.216,1.52,0.784,2019,11,15,4,5.6,24.0,12.2,18.8
684,2019-11-16,5.904,3.23,4.096,2.442,2019,11,16,5,6.8,26.25,16.8,0
685,2019-11-17,1.51,0.756,0.974,0.69,2019,11,17,6,8.3,25.25,13.2,21.1
686,2019-11-18,4.72,2.976,3.638,2.026,2019,11,18,0,4.6,71.2,11.2,14.7
687,2019-11-19,5.166,3.16,3.664,2.036,2019,11,19,1,0.2,31.0,8.2,0
688,2019-11-20,5.362,3.216,3.96,2.146,2019,11,20,2,0.5,25.6,11.0,0
689,2019-11-21,5.822,3.528,4.562,2.38,2019,11,21,3,4.2,37.6,17.2,0
690,2019-11-22,6.732,3.984,5.478,2.788,2019,11,22,4,9.7,47.6,21.2,0
691,2019-11-23,7.168,3.744,5.036,2.714,2019,11,23,5,12.1,37.2,17.8,0
692,2019-11-24,3.282,1.898,2.202,1.448,2019,11,24,6,9.8,31.8,18.2,3.8
693,2019-11-25,5.262,3.436,4.238,2.152,2019,11,25,0,1.9,28.0,15.2,0
694,2019-11-26,6.276,4.072,4.93,2.522,2019,11,26,1,6.6,25.8,15.0,0
695,2019-11-27,5.548,3.588,4.378,2.464,2019,11,27,2,3.1,41.6,20.4,0
696,2019-11-28,5.632,3.518,4.572,2.464,2019,11,28,3,3.5,38.2,18.6,0
697,2019-11-29,5.492,3.25,4.314,2.296,2019,11,29,4,1.5,47.8,23.6,0
698,2019-11-30,4.884,2.766,3.466,2.082,2019,11,30,5,4.1,44.0,25.2,0
699,2019-12-01,1.284,0.702,0.794,0.584,2019,12,1,6,4.6,40.2,26.5,3.3
700,2019-12-02,4.076,2.604,3.278,1.83,2019,12,2,0,-0.1,21.2,10.5,0
701,2019-12-03,4.172,2.51,3.264,1.774,2019,12,3,1,0.5,27.6,15.2,0.6
702,2019-12-04,4.962,2.854,3.668,1.964,2019,12,4,2,2.0,29.8,15.6,0
703,2019-12-05,3.662,2.202,2.92,1.458,2019,12,5,3,-4.4,19.2,10.0,0
704,2019-12-06,3.38,1.972,2.698,1.306,2019,12,6,4,-5.9,30.4,14.8,0
705,2019-12-07,2.814,1.796,2.06,1.222,2019,12,7,5,-2.4,42.25,27.25,0.1
706,2019-12-08,3.012,1.67,1.924,1.208,2019,12,8,6,-0.9,54.75,42.0,0
707,2019-12-09,4.18,2.794,3.266,1.688,2019,12,9,0,3.2,64.25,46.75,0
708,2019-12-10,4.254,2.7,3.43,1.75,2019,12,10,1,8.1,85.2,61.8,1.7
709,2019-12-11,4.222,2.684,3.422,1.774,2019,12,11,2,6.3,77.6,50.8,0.2
710,2019-12-12,4.024,2.664,3.456,1.776,2019,12,12,3,-0.7,19.75,14.0,0
711,2019-12-13,3.982,2.542,3.482,1.72,2019,12,13,4,2.1,28.6,16.6,1
712,2019-12-14,3.35,2.17,2.542,1.492,2019,12,14,5,2.7,41.0,26.0,0
713,2019-12-15,4.044,2.17,2.642,1.514,2019,12,15,6,5.3,37.8,24.0,0
714,2019-12-16,4.85,3.238,4.132,2.046,2019,12,16,0,7.8,36.4,20.2,0
715,2019-12-17,3.256,1.966,2.408,1.304,2019,12,17,1,7.7,28.4,18.4,9.8
716,2019-12-18,4.364,2.696,3.514,1.894,2019,12,18,2,0.8,39.4,26.8,0
717,2019-12-19,4.16,2.634,3.404,1.692,2019,12,19,3,-0.8,28.8,17.8,0
718,2019-12-20,3.944,2.51,3.274,1.728,2019,12,20,4,-1.1,28.4,16.6,0
719,2019-12-21,2.654,1.528,1.792,1.16,2019,12,21,5,-1.2,37.2,23.6,0.6
720,2019-12-22,3.184,1.888,2.236,1.37,2019,12,22,6,4.1,60.8,42.8,0.3
721,2019-12-23,3.486,2.086,2.91,1.35,2019,12,23,0,3.4,54.8,41.4,2.9
722,2019-12-24,3.836,2.512,3.392,1.734,2019,12,24,1,0.8,68.2,50.0,0
723,2019-12-25,3.008,1.66,2.052,1.27,2019,12,25,2,2.0,50.8,35.8,0
724,2019-12-26,2.94,1.92,2.366,1.258,2019,12,26,3,2.0,49.0,32.4,0.3
725,2019-12-27,3.378,2.136,2.678,1.466,2019,12,27,4,-1.7,35.6,23.4,0
726,2019-12-28,3.226,1.958,2.168,1.522,2019,12,28,5,1.1,43.8,24.6,0
727,2019-12-29,2.568,1.498,1.63,1.104,2019,12,29,6,3.8,45.2,26.2,1.4
728,2019-12-30,2.734,1.708,2.312,1.15,2019,12,30,0,2.7,37.0,23.8,0.4
729,2019-12-31,2.162,1.446,1.91,1.006,2019,12,31,1,-7.9,24.4,13.8,0
730,2020-01-01,1.796,1.244,1.432,1.008,2020,1,1,2,-2.2,33.6,21.4,0.1
731,2020-01-02,3.252,2.07,2.754,1.422,2020,1,2,3,1.0,57.6,37.2,0
732,2020-01-03,3.548,2.278,3.016,1.634,2020,1,3,4,-0.1,68.6,46.0,0
733,2020-01-04,3.268,2.024,2.166,1.392,2020,1,4,5,1.2,55.6,36.4,0
734,2020-01-05,3.026,1.692,1.934,1.36,2020,1,5,6,1.3,50.0,33.0,0
735,2020-01-06,1.934,1.264,1.46,0.766,2020,1,6,0,3.1,39.0,25.6,1.8
736,2020-01-07,0.232,0.144,0.222,0.104,2020,1,7,1,6.3,8.6,6.0,46.3
737,2020-01-08,2.43,1.568,2.216,1.096,2020,1,8,2,2.4,26.6,20.0,11.6
738,2020-01-09,3.382,2.068,2.718,1.506,2020,1,9,3,-1.2,48.8,37.8,0
739,2020-01-10,3.584,2.108,2.862,1.438,2020,1,10,4,-0.6,63.0,46.6,0
740,2020-01-11,2.83,1.758,1.964,1.322,2020,1,11,5,-0.1,53.8,38.0,0
741,2020-01-12,2.48,1.48,1.732,1.148,2020,1,12,6,-1.0,46.0,32.8,0
742,2020-01-13,3.096,1.96,2.492,1.274,2020,1,13,0,-2.9,27.0,18.2,0
743,2020-01-14,3.336,2.076,2.824,1.34,2020,1,14,1,-2.3,30.6,19.2,0
744,2020-01-15,3.438,2.066,2.714,1.332,2020,1,15,2,-2.7,36.4,22.0,0
745,2020-01-16,3.444,2.076,2.896,1.282,2020,1,16,3,-1.7,43.8,27.0,0
746,2020-01-17,3.496,2.068,2.87,1.372,2020,1,17,4,-0.6,56.0,34.0,0
747,2020-01-18,3.044,1.784,2.292,1.35,2020,1,18,5,0.3,62.8,37.8,0
748,2020-01-19,2.184,1.3,1.654,0.944,2020,1,19,6,1.9,61.2,43.0,0.6
749,2020-01-20,3.156,2.142,2.852,1.394,2020,1,20,0,0.7,51.8,28.0,0
750,2020-01-21,3.42,2.288,2.996,1.62,2020,1,21,1,-0.4,40.0,21.6,0
751,2020-01-22,3.78,2.424,3.074,1.626,2020,1,22,2,3.0,44.2,25.2,0
752,2020-01-23,3.998,2.424,3.172,1.8,2020,1,23,3,4.6,60.8,37.8,0
753,2020-01-24,2.388,1.392,1.864,1.288,2020,1,24,4,2.8,70.4,47.4,0
754,2020-01-25,1.936,1.168,1.362,0.954,2020,1,25,5,4.3,44.2,31.8,0
755,2020-01-26,2.83,1.442,2.202,1.22,2020,1,26,6,5.5,23.2,16.2,0
756,2020-01-27,1.984,1.24,1.42,1.016,2020,1,27,0,5.9,10.4,4.0,0.1
757,2020-01-28,3.61,2.424,3.022,1.678,2020,1,28,1,6.8,12.8,4.6,0
758,2020-01-29,4.224,2.752,3.474,1.936,2020,1,29,2,6.0,16.4,7.0,0
759,2020-01-30,4.364,2.758,3.672,2.064,2020,1,30,3,5.2,16.2,8.2,0
760,2020-01-31,4.118,2.576,3.468,1.824,2020,1,31,4,3.9,27.4,18.0,0
761,2020-02-01,3.236,2.158,2.398,1.574,2020,2,1,5,2.6,69.4,50.8,0
762,2020-02-02,2.868,1.794,1.994,1.148,2020,2,2,6,1.5,72.2,54.4,0
763,2020-02-03,3.4,2.112,2.962,1.484,2020,2,3,0,-0.4,24.8,14.8,0
764,2020-02-04,2.76,1.772,2.416,1.066,2020,2,4,1,-1.6,25.2,16.0,1.7
765,2020-02-05,2.652,1.548,2.12,0.972,2020,2,5,2,-8.3,22.0,9.6,0
766,2020-02-06,2.838,1.734,2.284,1.012,2020,2,6,3,-6.4,38.2,18.8,0
767,2020-02-07,3.128,2.094,2.622,1.362,2020,2,7,4,-1.7,37.6,23.0,0
768,2020-02-08,2.704,1.858,2.048,1.252,2020,2,8,5,-0.1,39.8,27.0,0
769,2020-02-09,2.606,1.64,1.892,1.078,2020,2,9,6,-0.5,36.8,24.4,0
770,2020-02-10,3.906,2.54,3.406,1.568,2020,2,10,0,4.0,49.6,31.4,0
771,2020-02-11,4.614,3.094,4.108,1.982,2020,2,11,1,6.8,56.2,33.6,0
772,2020-02-12,1.238,0.752,1.204,0.576,2020,2,12,2,7.4,48.4,31.8,6.7
773,2020-02-13,3.71,2.69,3.394,1.764,2020,2,13,3,6.5,71.8,52.4,0
774,2020-02-14,4.814,3.004,3.986,2.126,2020,2,14,4,8.1,83.8,61.8,0
775,2020-02-15,3.718,2.248,2.902,1.738,2020,2,15,5,9.8,59.8,44.4,2
776,2020-02-16,0.948,0.538,0.612,0.468,2020,2,16,6,-1.4,24.4,17.4,13.4
777,2020-02-17,1.54,0.996,1.388,0.746,2020,2,17,0,-5.9,29.6,16.4,1
778,2020-02-18,2.106,1.452,2.12,0.968,2020,2,18,1,-4.1,21.6,13.6,0
779,2020-02-19,3.774,2.448,3.206,1.628,2020,2,19,2,1.0,32.2,22.4,0
780,2020-02-20,3.964,2.766,3.602,1.916,2020,2,20,3,4.6,57.8,42.0,0
781,2020-02-21,3.37,2.23,2.83,1.494,2020,2,21,4,6.7,61.8,45.8,4.2
782,2020-02-22,2.22,1.28,1.55,0.88,2020,2,22,5,4.0,70.4,35.4,3.1
783,2020-02-23,2.934,1.742,2.32,1.298,2020,2,23,6,2.5,23.2,11.4,0
784,2020-02-24,3.89,2.698,3.746,1.756,2020,2,24,0,7.0,37.4,19.4,0
785,2020-02-25,1.844,1.186,1.616,0.878,2020,2,25,1,6.7,19.4,11.0,16.6
786,2020-02-26,3.982,2.758,3.67,1.872,2020,2,26,2,6.4,17.8,9.6,0
787,2020-02-27,4.452,2.796,4.042,2.036,2020,2,27,3,6.1,12.2,6.6,0
788,2020-02-28,1.418,1.038,1.346,0.662,2020,2,28,4,4.5,24.6,16.6,3.9
789,2020-02-29,4.004,2.424,3.872,1.858,2020,2,29,5,7.7,24.8,16.6,0.5
790,2020-03-01,2.734,1.692,2.444,1.424,2020,3,1,6,5.8,43.6,31.6,0.2
791,2020-03-02,3.838,2.644,4.144,1.802,2020,3,2,0,3.4,38.2,28.2,0
792,2020-03-03,4.254,2.712,4.168,2.026,2020,3,3,1,4.8,44.6,32.0,0
793,2020-03-04,3.328,2.302,3.072,1.586,2020,3,4,2,2.2,44.8,33.6,0
794,2020-03-05,3.72,2.436,3.628,1.804,2020,3,5,3,1.4,36.2,26.6,0
795,2020-03-06,4.38,2.914,4.478,2.0,2020,3,6,4,3.7,39.4,25.8,0
796,2020-03-07,5.144,2.64,4.646,2.178,2020,3,7,5,7.0,53.8,37.8,0
797,2020-03-08,7.346,3.2,6.236,2.536,2020,3,8,6,9.3,58.0,43.2,0
798,2020-03-09,6.842,3.544,5.984,2.556,2020,3,9,0,11.1,60.4,43.2,0
799,2020-03-10,1.268,0.746,0.942,0.636,2020,3,10,1,6.4,33.2,24.0,11.8
800,2020-03-11,5.178,3.154,4.606,2.406,2020,3,11,2,3.8,33.6,12.0,0
801,2020-03-12,6.02,3.204,5.246,2.418,2020,3,12,3,6.8,33.4,13.2,0
802,2020-03-13,5.116,3.126,4.624,2.276,2020,3,13,4,4.9,31.2,13.4,0.5
803,2020-03-14,5.064,2.764,4.422,2.358,2020,3,14,5,3.6,38.4,19.2,0
804,2020-03-15,4.026,2.358,3.562,1.808,2020,3,15,6,4.0,39.0,16.2,0
805,2020-03-16,4.528,2.866,4.348,2.006,2020,3,16,0,3.6,22.6,11.2,0
806,2020-03-17,5.428,3.126,4.76,2.362,2020,3,17,1,6.6,50.4,21.8,0
807,2020-03-18,8.032,3.89,6.412,2.934,2020,3,18,2,10.0,58.4,33.2,0
808,2020-03-19,2.844,1.926,2.402,1.308,2020,3,19,3,9.1,53.6,22.2,0
809,2020-03-20,6.322,3.66,5.5,2.828,2020,3,20,4,8.8,39.6,8.6,0
810,2020-03-21,8.388,3.984,7.204,3.256,2020,3,21,5,12.8,46.5,15.0,0
811,2020-03-22,9.314,3.804,7.798,2.982,2020,3,22,6,11.0,38.5,16.0,0
812,2020-03-23,7.918,4.2,6.9,3.052,2020,3,23,0,10.6,48.0,27.0,0
813,2020-03-24,8.888,4.524,7.802,3.572,2020,3,24,1,11.4,56.0,33.2,0
814,2020-03-25,9.53,4.944,8.19,3.71,2020,3,25,2,12.5,49.8,29.6,0
815,2020-03-26,5.112,3.226,4.744,2.44,2020,3,26,3,14.8,49.6,30.4,1.8
816,2020-03-27,6.652,4.272,6.254,3.296,2020,3,27,4,11.9,38.0,18.6,2
817,2020-03-28,7.972,4.208,7.538,3.65,2020,3,28,5,7.7,31.2,7.0,0
818,2020-03-29,8.954,4.228,8.56,3.634,2020,3,29,6,8.7,38.6,15.4,0
819,2020-03-30,8.092,4.62,7.712,3.678,2020,3,30,0,10.2,49.4,26.0,0
820,2020-03-31,8.884,5.112,8.16,4.226,2020,3,31,1,11.9,49.2,25.6,0
821,2020-04-01,7.884,4.858,7.286,3.782,2020,4,1,2,11.3,69.4,32.0,0
822,2020-04-02,8.456,4.742,7.528,3.82,2020,4,2,3,9.3,35.0,22.6,0
823,2020-04-03,8.646,5.056,8.25,4.026,2020,4,3,4,10.0,52.8,29.2,0
824,2020-04-04,8.18,4.69,7.456,3.976,2020,4,4,5,8.9,65.4,26.6,0
825,2020-04-05,7.72,4.126,7.508,3.764,2020,4,5,6,7.2,45.6,20.8,0
826,2020-04-06,7.918,4.534,7.668,3.556,2020,4,6,0,9.3,50.6,20.2,0
827,2020-04-07,8.646,5.03,7.918,4.182,2020,4,7,1,10.6,56.6,25.0,0
828,2020-04-08,7.936,5.264,7.606,4.034,2020,4,8,2,9.4,41.0,17.4,0
829,2020-04-09,8.236,5.152,7.44,4.216,2020,4,9,3,8.9,44.4,22.4,0
830,2020-04-10,8.414,4.99,7.714,4.036,2020,4,10,4,10.7,39.8,23.6,0
831,2020-04-11,9.248,4.994,7.778,4.456,2020,4,11,5,9.9,37.4,21.8,0
832,2020-04-12,8.0,3.926,6.952,3.476,2020,4,12,6,9.9,28.4,18.4,0
833,2020-04-13,8.684,5.504,8.442,4.17,2020,4,13,0,12.4,20.2,9.8,0
834,2020-04-14,9.12,5.958,8.302,4.482,2020,4,14,1,13.0,49.2,27.2,0
835,2020-04-15,10.564,5.666,9.384,5.366,2020,4,15,2,13.2,62.2,36.8,0
836,2020-04-16,10.162,5.53,8.294,4.54,2020,4,16,3,16.0,49.0,28.2,0
837,2020-04-17,3.798,2.7,2.916,2.04,2020,4,17,4,12.5,34.8,18.8,6.5
838,2020-04-18,11.258,6.128,9.296,5.75,2020,4,18,5,13.5,24.2,12.4,0
839,2020-04-19,3.37,1.924,2.938,1.848,2020,4,19,6,12.3,23.2,14.8,10.3
840,2020-04-20,5.634,3.894,5.458,3.224,2020,4,20,0,10.0,12.6,7.6,0.1
841,2020-04-21,5.59,4.234,5.726,3.308,2020,4,21,1,7.4,36.0,9.6,0
842,2020-04-22,5.188,3.732,4.748,2.904,2020,4,22,2,6.0,73.2,9.6,0
843,2020-04-23,6.774,4.59,6.002,3.486,2020,4,23,3,7.9,40.8,11.8,0
844,2020-04-24,7.62,5.06,6.86,3.902,2020,4,24,4,9.9,38.0,12.2,0
845,2020-04-25,9.586,5.208,7.822,4.374,2020,4,25,5,13.1,55.8,22.4,0
846,2020-04-26,9.688,5.26,8.864,4.294,2020,4,26,6,12.3,31.0,14.8,0
847,2020-04-27,7.762,5.264,7.67,4.044,2020,4,27,0,12.9,32.6,16.4,0
848,2020-04-28,9.01,5.97,8.72,4.634,2020,4,28,1,13.9,34.0,17.8,0
849,2020-04-29,9.246,6.128,8.824,4.788,2020,4,29,2,14.9,45.6,25.8,0
850,2020-04-30,11.848,5.988,10.096,5.778,2020,4,30,3,17.1,35.4,18.8,0
851,2020-05-01,11.53,6.216,9.376,5.392,2020,5,1,4,20.2,48.2,29.4,0
852,2020-05-02,10.51,5.424,8.616,5.068,2020,5,2,5,20.3,48.0,28.2,0
853,2020-05-03,11.066,5.416,9.142,4.858,2020,5,3,6,21.8,27.0,16.8,0
